,Country,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,Population,Yearly_Change,Net_Change,Density,Land_Area,Migrants,Fert._Rate,Med._Age,Urban_Pop_%,World_Share,Time,Time_Code,Country_code,Adolescent_fertility_rate,Agriculture_forestry_and_fishing_value_added,Annual_freshwater_withdrawals_total,Births_attended_by_skilled_health_staff,CO2_emissions,Contraceptive_prevalence_any_methods,Domestic_credit_provided_by_financial_sector,Electric_power_consumption,Energy_use,Exports_of_goods_and_services,External_debt_stocks_total,Fertility_rate_total,Foreign_direct_investment_net_inflows,Forest_area,GDP,GDP_growth,GNI_per_capita_Atlas_method,GNI_per_capita_PPP,GNI_Atlas_method,GNI_PPP,Gross_capital_formation,High-technology_exports,Immunization_measles,Imports_of_goods_and_services,Income_share_held_by_lowest_20%,Industry,Inflation_GDP_deflator,Life_expectancy_at_birth_total,Merchandise_trade,Military_expenditure,Mobile_cellular_subscriptions,Mortality_rate_under-5,Net_barter_terms_of_trade_index,Net_migration,Net_official_development_assistance_and_official_aid_received,Personal_remittances_received,Population_density,Population_growth,Population_total,Poverty_headcount_ratio_at_$1.90_a_day,Poverty_headcount_ratio_at_national_poverty_lines,Prevalence_of_HIV_total,Prevalence_of_underweight_weight_for_age,Primary_completion_rate_total,Revenue_excluding_grants,School_enrollment_primary,School_enrollment_primary_and_secondary,School_enrollment_secondary,Statistical_Capacity_score,Surface_area,Tax_revenue,Terrestrial_and_marine_protected_areas,Time_required_to_start_a_business,Total_debt_service,Urban_population_growth,Access_to_electricity,Adjusted_net_national_income,Cause_of_death_by_communicable_diseases_and_maternal_prenatal_and_nutrition_conditions,Cause_of_death_by_injury,Cause_of_death_by_non-communicable_diseases,Central_government_debt_total,Cereal_yield,Child_employment_in_agriculture,Children_out_of_school_primary,Children_out_of_school_primary_female,Children_out_of_school_primary_male,Children_with_fever_receiving_antimalarial_drugs,Completeness_of_birth_registration,Condom_use_population_ages_15-24_male,Container_port_traffic,Coverage_of_social_insurance_programs,infection_rate,death_rate
122,Nigeria,72,63036,1,1147,206984347,2.58 %,5175990,226,910770,-60000.0,5.4,18,52 %,2.64 %,2015,YR2015,NGA,111.218,20.6318934802764,..,..,0.640003153848121,..,..,..,..,10.6663096236472,32413454294.6,5.592,3064168904.45333,69930,494583180777.103,2.65269329541835,2880,5280,522519285219.451,957051778143.622,15.4901040894639,..,42,10.6663422471382,..,20.1607828978707,2.86366512244867,53.112,19.1911095421533,0.417636536781708,83.26830849,126.8,139.1541887,..,2431540039.0625,20626046924.0079,198.883854321069,2.64741919950385,181137448,..,..,1.3,19.5,..,..,..,..,46.7820014953613,71.1111,923770,..,..,30.3,3.20610637750392,4.45299414884956,52.5,415255177706.043,63.5,8.3,28.2,..,1443.5,..,..,..,..,41.2,..,..,1400000,2.70706889939629,304.54476830559565,5.541481839687133
123,North Macedonia,561,32997,21,1025,2083359,0.00 %,-85,83,25220,-1000.0,1.5,39,59 %,0.03 %,2015,YR2015,MKD,16.6414,9.72691849418736,..,99.95,3.41423382939103,..,60.8486641916707,..,..,48.7379999069691,6766734551,1.507,296604200.381223,9980,10064515432.0265,3.85586514041738,5110,13400,10616136074.9054,27852753382.988,30.4035752494839,3.36897016298476,89,64.9604439721337,5.6,23.9221832208017,2.00342084578242,75.406,108.927251133367,0.99342769175221,100.2046334,13,97.89048369,..,214320007.324219,306656775,82.4475812846947,0.0747154964524797,2079328,5.5,21.9,..,..,91.2855682373047,26.957175033187,93.892463684082,0.990620017051697,81.8932189941406,83.3333333333333,25710,16.8182331222247,..,15,20.5262913574149,0.290947857315153,100,7930833781.08362,1.9,2.8,95.3,..,3050.9,..,6141,2927,3214,..,..,..,..,..,15838.364871344786,491.993938634676
124,Norway,1071,20634,0,282,5428594,0.79 %,42384,15,365268,28000.0,1.7,40,83 %,0.07 %,2015,YR2015,NOR,5.5002,1.53755759894676,..,99.1,9.0992871497109,..,145.158634956389,..,5817.63660265655,37.8018159096519,..,1.72,7274086872.47209,121120,385801550067.169,1.96712843821408,93110,63030,483115370735.188,327034783599.997,27.4872652328643,22.6917023443437,95,32.0573495227516,9,31.0103793816342,-2.85486501270054,82.3048780487805,46.7439801547201,1.50727958117337,109.905197,2.7,123.1962762,..,..,608942452.260751,14.2105725713798,0.995084736958414,5188607,0.1,12.2,..,..,97.9696731567383,45.5596740516745,99.9049301147461,0.985490024089813,114.646041870117,..,625217.109375,22.2235507693574,..,4,..,1.48833777988021,100,318355651422.042,7.4,5.4,87.2,..,4801,..,576,..,..,..,..,..,744400,..,3800.9841959078167,51.94715243026096
125,Oman,418,116152,10,1256,5128058,2.65 %,131640,16,309500,87400.0,2.9,31,87 %,0.07 %,2015,YR2015,OMN,13.8308,1.9905018650261,..,..,15.3224618662457,..,..,..,..,57.137099380606,..,2.939,-2172431729.51886,20,68400260078.0234,4.67768559423595,17790,30470,75902395675.9488,130046463464.616,30.3959330643843,3.24249837207625,99,53.7682652785752,..,54.2443127160179,-19.4048612406745,76.887,89.084456594892,10.9309609615276,155.7561043,11.2,148.8213454,..,..,39011703.5110533,13.7878772213247,5.79063130319248,4267348,..,..,0.1,..,99.828857421875,..,108.304573059082,1.01645004749298,103.29842376709,..,309500,..,..,9.3,..,7.28296218732703,100,45628929904.6737,10.8,17.3,71.9,..,13956.1,..,1634,..,..,..,..,..,3569000,..,22650.28983681542,244.92702695640338
126,Pakistan,1123,335093,12,6835,221612785,2.00 %,4327022,287,770880,-233379.0,3.6,23,35 %,2.83 %,2015,YR2015,PAK,39.8832,23.817063157555,..,..,0.945421161804379,..,..,..,..,10.6044113782278,66690721553.9,3.66,1673000000,14720,270556131701.171,4.73114747532901,1360,4640,271634678171.844,925319864050.729,15.7070308154637,1.60656784481703,75,17.05026113955,8.9,19.0909942639717,4.11024865863799,66.577,24.4891880969014,3.55138724305165,63.13069982,76.1,60.23919904,..,3764020019.53125,19306000000,258.700399543379,2.08762905540145,199426964,4,24.3,0.1,..,..,..,85.0899200439453,0.832499980926514,39.6036491394043,75.5555666666667,796100,..,..,20,14.0398701206384,2.66387059227339,71.1974105834961,270123845320.427,35.3,8.7,56,..,2942.4,..,..,..,..,..,..,..,2755600,5.93510652071786,1512.065289915471,30.84208341138802
127,Palau,0,0,0,0,18109,0.48 %,86,39,460,,N.A.,N.A.,N.A.,0.00 %,2015,YR2015,PLW,..,2.92011337628279,..,100,12.6627228983866,..,..,..,..,58.3500876144579,..,2.21,34583158.147185,402.999992370605,280376100,10.0751275747566,16180,19470,285907244.734002,343944205.490429,25.2888530798453,41.219943089102,95,75.6379734221283,..,7.37445167401929,4.75695772516215,..,55.6395498760415,..,134.4070195,19.7,95.40566948,..,13930000.3051758,2273734.06076531,38.4021739130435,0.221019613363971,17665,..,..,..,..,..,26.0315679546152,..,..,..,42.2222,460,20.1897344317151,..,28,..,1.04842605776645,99.4086837768555,..,..,..,..,63.4832359106215,..,..,..,..,..,..,..,..,..,..,0.0,0.0
128,Panama,738,134336,6,2706,4326296,1.61 %,68328,58,74340,11200.0,2.5,30,68 %,0.06 %,2015,YR2015,PAN,83.8412,2.78600968355589,..,95,2.80443025263784,..,80.4442122185474,..,..,47.6851346879466,..,2.54,5119300000,46170,54091700000,5.7327636321358,12200,23700,48416757232.2004,94068749851.9453,42.7557277733922,6.07395415842125,93,52.2516393457776,3.4,27.5593113176328,2.47865590230994,77.776,62.5826143382441,0,144.6881141,16.9,162.1443795,..,10250000,554200000,53.3829297820823,1.70712379559754,3968487,2,23,..,..,..,..,96.0771331787109,1.00832998752594,75.8318405151367,78.8889,75420,..,..,6,..,2.19558856648617,95.278938293457,47116701090.2362,14.9,9.8,75.3,..,2439.1,..,44375,22074,22301,..,..,..,6894700,18.00074479,31051.042277273682,625.4773136188553
129,Papua New Guinea,2,592,0,7,8975531,1.95 %,170915,20,452860,-800.0,3.6,22,13 %,0.11 %,2015,YR2015,PNG,54.2226,17.4569301700841,..,..,0.922655105747261,..,40.5369714085238,..,..,..,20386681359.9,3.707,213710099.392465,335590,21723531173.2409,9.48354844060211,2910,4010,23584388462.9136,32487579217.8286,..,..,57,..,..,34.8054150043343,-3.8519923318708,63.466,50.6547481265605,0.483758050966116,43.90847057,50.5,168.7238512,..,591390014.648438,3944547.93526387,17.9034911451663,2.00628287008464,8107775,..,..,0.8,..,..,16.933240692062,..,..,..,45.5555666666667,462840,15.227287056527,..,53,12.7451072589458,2.19096926878798,44.4752082824707,17017198915.3619,36.8,8.2,54.9,29.8753777382805,4740.2,..,..,..,..,..,..,..,279189,..,65.95710047684086,0.7798981475302129
130,Paraguay,546,63731,14,1418,7147553,1.25 %,87902,18,397300,-16556.0,2.4,26,62 %,0.09 %,2015,YR2015,PRY,71.4732,9.45044631371246,..,96.3,0.942414766534714,..,..,..,..,33.0006187689897,16124530792.4,2.508,480469114.4,153230,36164068797.2511,3.08037400793089,5620,11040,37620680055.2601,73852324239.6658,22.1232720131087,6.03900541433075,78,31.5133403317238,4.3,34.627560438675,1.60480037625439,73.662,51.5649942614242,1.06884782913079,110.8127891,22.2,127.2500402,..,60180000.3051758,553640400,16.8355046564309,1.3428584352624,6688746,1.7,26.6,0.5,..,..,17.6795657062172,..,..,..,72.2222333333333,406751.9921875,9.74945478281115,..,35,16.6159339274973,1.79821864924804,99.331532,28485574999.4854,13.9,11.8,74.3,..,4148.9,..,..,..,..,..,..,..,..,5.29466661506232,8916.478128948467,198.38957472578377
131,Peru,2408,904911,53,34529,33050211,1.42 %,461401,26,1280000,99069.0,2.3,31,79 %,0.42 %,2015,YR2015,PER,59.0564,7.04564405972046,..,91.6,1.72743190236244,74.6,..,..,..,21.2873252858958,67186181291.8,2.323,8313966794.51777,739730,189805300841.603,3.25224477218451,6340,11180,193153097128.77,340543090251.254,24.3051143583227,5.39833795144116,92,23.875443403219,4.7,30.3378798708175,2.69052090074331,75.792,38.1122127144219,1.72836922846711,112.3563679,15.7,160.1799951,..,334829986.572266,2725062653.84862,23.8052609375,1.25618605307825,30470734,3.6,21.8,0.3,3.4,100.405059814453,19.6842215622705,100.236846923828,0.998700022697449,97.5981292724609,93.3333333333333,1285220,14.9196513179116,..,41.5,13.3266565765175,1.4943278259781,93.852179,158885148329.246,20.7,10.5,68.8,22.5785735658227,4242.7,..,..,..,..,..,..,..,2146665,10.3763147642673,27379.88571389151,1044.7437082928154
132,Philippines,2287,385400,31,7269,109830324,1.35 %,1464463,368,298170,-67152.0,2.6,26,47 %,1.41 %,2015,YR2015,PHL,55.404,10.9964991550115,..,..,1.14696532119663,..,..,..,..,27.2080572388812,76265585004.7,2.805,5639155961.87389,80400,306445871631.483,6.3483097167198,3380,8010,345550557502.34,817730803198.514,21.3409478710889,..,82,31.9335348660361,5.7,30.481950983722,-0.719682789919077,70.644,43.5894271601199,1.13929237189728,115.3994392,29.8,82.16603765,..,514950012.207031,29799395699.8779,342.466418486099,1.5793674022013,102113212,6,21.6,0.1,21.4,..,14.6770502819306,112.250930786133,1.00727999210358,87.8510589599609,82.2222,300000,13.0196105917538,..,25,12.9347106145271,1.99289009791906,89.08,308552510276.994,25.4,7.4,67.2,..,3556.1,..,364140,148709,215431,..,..,..,7210441,8.92214945787277,3509.0491037793895,66.18390746074827
133,Poland,15578,395480,92,5875,37839255,-0.11 %,-41157,124,306230,-29395.0,1.4,42,60 %,0.49 %,2015,YR2015,POL,12.056,2.20136948178663,..,99.8,7.52003900763252,..,..,..,2490.20641907427,49.4974845062583,..,1.32,15065000000,94350,477581376840.43,3.83907133877577,13350,25940,507098672585.511,985374945527.231,20.4600156756616,11.0184591604762,96,46.4045131685,7.4,30.2545822980564,0.770480288252685,77.4512195121951,82.8334225712862,2.13845668437553,143.3904315,4.8,99.99153392,..,..,6835000000,124.061569613639,-0.0666411009657168,37986412,0.4,17.3,..,..,100.044403076172,32.6079145981959,..,..,107.743118286133,85.5555666666667,312680,15.6911594712492,..,37,..,-0.273799474051689,100,404867985500.373,4.8,4.7,90.5,..,3727.8,..,..,..,..,..,..,..,1860800,43.9165017,10451.579979574122,155.26204202487602
134,Portugal,2506,146847,46,2590,10191409,-0.29 %,-29478,111,91590,-6000.0,1.3,46,66 %,0.13 %,2015,YR2015,PRT,9.5936,2.09944392552801,..,98.9,4.75559466835347,..,..,..,2131.68188764014,40.6151154462762,..,1.31,1270014232.93158,31820,199313894327.486,1.79204685274996,20440,28870,211757913177.429,299068874296.756,15.8553219800671,5.06080053232784,98,39.8757789350306,6.7,19.4643821268536,2.01996361926773,81.1243902439025,61.1904154557385,1.7879744113674,112.9851121,3.6,95.65860945,..,..,369222823.04502,113.072524887763,-0.414141101993213,10358076,0.5,19,..,..,..,37.7497571004247,106.962631225586,0.966910004615784,118.769180297852,..,92225.595703125,22.7887191054273,..,6,..,0.500060471337961,100,159460056703.077,10,4.2,85.9,..,4606.9,..,7802,4830,2972,..,..,..,2738700,..,14408.900673106142,254.1356155954491
135,Puerto Rico,1511,68172,7,839,2846860,-2.47 %,-72555,323,8870,-97986.0,1.2,44,N.A.,0.04 %,2015,YR2015,PRI,35.6964,0.826985117363399,..,..,..,..,..,..,..,67.198764504162,..,1.3365,..,4959.50012207031,103375500000,-1.04944365110551,19420,22900,67441254456.8169,79546562680.8065,8.59855575063724,..,..,41.6590244303534,..,50.9382784121963,1.97770278824407,79.353487804878,..,..,94.77971136,..,..,..,..,..,391.570687711387,-1.75920825815177,3473232,..,..,..,..,78.8168869018555,..,89.0615081787109,1.04142999649048,94.4971237182617,..,8870,..,..,6,..,-1.7880390243471,100,..,..,..,..,..,3010.5,..,45370,18949,26421,..,..,..,..,..,23946.383032534093,294.71066367857924
136,Qatar,197,132917,0,232,2889284,1.73 %,48986,248,11610,40000.0,1.9,32,96 %,0.04 %,2015,YR2015,QAT,10.4604,0.161363470367722,..,100,41.6421622085115,..,..,..,..,57.0615202477184,..,1.929,1070879120.87912,0,161739835164.835,3.65751026057268,72690,90920,186498710332.984,233271012036.937,37.0672274188809,5.08899041359776,99,36.6461536893634,..,57.4408093312248,-24.3384055569542,79.758,68.3696752177982,..,145.7868972,7.8,155.456652,..,..,437087912.087912,220.991386735573,4.23999629094713,2565710,..,..,..,..,92.6442565917969,..,102.576522827148,..,..,..,11610,..,..,9.7,..,4.31785208101266,100,123182695125.677,5.3,27.3,67.4,..,5845.8,..,4352,1832,2520,..,100,..,568000,..,46003.438914277715,80.29671018840655
137,Romania,4041,250704,86,7153,19214608,-0.66 %,-126866,84,230170,-73999.0,1.6,43,55 %,0.25 %,2015,YR2015,ROU,36.351,4.18574384798617,..,95.2,3.61914153968264,..,..,..,..,41.0180191128728,..,1.62,4317731472.30633,68610,177893451831.141,3.8715223230984,9650,21400,191157957362.739,424138786650.093,25.1282578792396,9.4149683003563,86,41.6394863903087,5.1,29.9467798915446,2.60817055509601,74.9121951219512,73.3129851928422,1.45062825942291,116.0341126,9.1,109.513829,..,..,5391416913.71941,86.1248956884562,-0.470052227864654,19815616,4.6,25.3,0.1,..,95.1748199462891,32.888775249871,89.1720428466797,0.994530022144318,92.9275665283203,82.2222333333333,238400,18.9605547554982,..,8,..,-0.494176791077897,100,143299586868.389,4.1,3.5,92.4,..,3543.9,..,82464,41212,41252,..,..,..,699000,..,13047.572971564136,372.2688487842167
138,Rwanda,9,5155,0,35,13005303,2.58 %,325268,525,24670,-9000.0,4.1,20,18 %,0.17 %,2015,YR2015,RWA,39.6864,23.8777623275424,..,90.7,0.0845059372045438,53.2,..,..,..,15.907555834095,3451961693,4.157,223334652.84,4800,8582588882.60989,8.86830954223221,750,1770,8555973144.78835,20138529720.0947,25.2542828003811,14.0771552792972,96,25.9537840676475,..,17.6396781034916,0.522948691534083,67.45,35.7001837313716,1.25258345915115,77.04779924,41.5,170.7828284,..,1088319946.28906,159199957.034255,460.846007296311,2.54269020713426,11369071,..,..,2.9,8.9,63.3508682250977,18.8571682450184,139.624359130859,1.02611005306244,37.8520088195801,73.3333666666667,26340,13.2337508659446,..,6,12.4628470370722,2.76055043293014,22.8,6760737596.06737,43.7,13.4,42.8,..,1442.6,..,..,..,..,11.4,56,..,..,..,396.37677030669715,2.6912098856904763
139,Samoa,0,0,0,0,198643,0.67 %,1317,70,2830,-2803.0,3.9,22,18 %,0.00 %,2015,YR2015,WSM,25.632,8.71014086396832,..,..,1.21277640261895,..,75.7703936992546,..,..,28.3753331744583,437424621,4.029,26867532.3239141,1710,788307330.55567,4.27218852848748,3960,5710,766484853.361883,1105495733.50317,..,0.814001911954745,69,49.6534368135235,..,17.5140891703426,4.24452453884159,72.73,54.5472537591268,..,62.27850325,16.9,83.62972786,..,93720001.2207031,130352486.482007,68.3791519434629,0.669894192177326,193513,..,..,..,..,110.324020385742,29.8849803630242,106.372787475586,1.0480899810791,94.0380630493164,53.3333666666667,2840,23.5637310939488,..,9,8.76453644366657,-0.563965041472539,99.678092956543,683379639.429374,12.4,7.1,80.5,..,..,..,165,..,..,..,..,..,27719,..,0.0,0.0
140,San Marino,0,958,0,42,33944,0.21 %,71,566,60,,N.A.,N.A.,97 %,0.00 %,2015,YR2015,SMR,..,..,..,..,..,..,..,..,..,174.493669463518,..,..,..,0,1419061355.81937,2.47568523430593,..,..,..,..,12.0890437658764,..,84,100.023495488024,..,..,-0.944369119520104,..,..,..,110.0745371,2,..,..,..,..,554.533333333333,0.978564136160819,33272,..,..,..,..,..,43.0594433330727,..,..,..,..,60,17.8944262767787,..,12.5,..,1.16561998465502,100,..,..,..,..,56.9436051078968,..,..,..,..,..,..,..,..,..,..,28222.955456045253,1237.3320763610652
141,Saudi Arabia,381,348037,17,5437,34905942,1.59 %,545343,16,2149690,134979.0,2.3,32,84 %,0.45 %,2015,YR2015,SAU,8.5584,2.61938789958522,..,..,20.4022516221007,..,..,..,..,33.3211712414632,..,2.507,8141026666.66667,9770,654269902880,4.10640887013658,23710,49900,752172451600.234,1582553691883.64,35.1274823761563,0.761992748577351,98,38.7538247610897,..,45.2724513807151,-16.9085254182138,74.651,57.8088642523681,13.3256723349734,166.4563349,8.4,91.45958044,..,..,295434400,14.754530653257,2.55678438864176,31717667,..,..,..,..,108.438461303711,24.9721202133049,110.393020629883,1.00355005264282,116.462272644043,..,2149690,3.33440372298484,..,23.3,..,2.82162073877068,100,534845917624.256,10.8,16.6,72.6,..,5543.8,..,22068,..,..,..,..,..,7567862.25,..,9970.709284969304,155.76144600251732
142,Senegal,14,15630,1,325,16816539,2.75 %,447563,87,192530,-20000.0,4.7,19,49 %,0.21 %,2015,YR2015,SEN,77.0754,14.2825767344045,..,53.2,0.729704490714691,23.3,..,..,..,22.6771945016724,5904877477.8,4.841,409166125.81491,82730,17774766636.0459,6.36704365066983,1320,2910,19267385768.3384,42363282419.3143,25.8333087504104,3.75167824382462,80,35.4331431725293,..,23.586664319394,1.06978461964604,66.747,46.1721954951397,1.2090991706832,102.6135684,52.8,108.8628824,..,869400024.414063,1757754461.80459,75.7204539552278,2.80841559034367,14578459,..,..,0.4,16.1,59.6601486206055,19.1978528881255,84.9339828491211,..,50.9355506896973,75.5555666666667,196710,15.7743360472944,..,6,8.76987564753962,3.74162863580993,60.5,15267575765.2428,46.2,12.1,41.6,..,1376.1,..,563931,238090,325841,3.4,68.3,..,530000,..,929.4421402644148,19.326212129618348
143,Serbia,802,49205,7,833,8731081,-0.40 %,-34864,100,87460,4000.0,1.5,42,56 %,0.11 %,2015,YR2015,SRB,16.3292,6.70605639375163,..,..,6.18989263863558,..,..,..,..,45.2736107613152,31301126576.6,1.46,2343139735.74773,27200,39628549949.7295,1.77632097282286,5960,14230,42294013822.4595,100962636045.149,18.5647621843778,..,86,52.2548061960493,4.4,25.722764966357,1.83222967565051,75.2878048780488,78.8623354617932,1.8273492991632,103.1417597,6.3,107.1251506,..,312480010.986328,3370435504.05963,81.1271781385776,-0.494772574469842,7095383,6.6,25.9,0.1,..,101.010841369629,..,101.342918395996,1.00882005691528,96.6696090698242,90,88360,..,..,11.5,23.4142293894501,-0.291665657420665,99.9,31443682056.5236,2.6,3.1,94.3,..,4787.1,..,2187,934,1253,..,..,..,..,52.0960296365632,5635.613734427616,95.40628474297743
144,Seychelles,0,154,0,0,98453,0.62 %,608,214,460,-200.0,2.5,34,56 %,0.00 %,2015,YR2015,SYC,61.7536,2.04597737207582,..,..,5.25993641550434,..,..,..,..,81.0912581270725,..,2.31,105893597.203315,406.699981689453,1377495052.12916,4.93738645869301,14020,22610,1309604882.21289,2112360163.7696,36.8568912219274,8.13887813112082,98,86.1168828516237,..,11.8221643139513,2.08970938210469,74.2951219512195,102.069332142194,1.31438194141123,156.0824612,14.8,82.088849,..,6780000.20980835,18424230.9296372,203.084782608696,2.22979505321923,93419,..,..,..,..,108.754722595215,33.9568982783267,104.373107910156,1.04928004741669,81.4406890869141,65.5555333333333,460,29.5985834380958,..,32,..,3.01082826987076,100,1122298416.37458,12.1,7.5,80.5,63.3403934679844,..,..,77,..,..,..,..,..,..,..,1564.1981453079136,0.0
145,Sierra Leone,0,2366,0,74,8004158,2.10 %,163768,111,72180,-4200.0,4.3,19,43 %,0.10 %,2015,YR2015,SLE,118.3336,58.6518937048545,..,..,0.148788315085764,..,..,..,..,19.3625445264294,1553532071.2,4.561,252435829.433901,30440,4218723875.1379,-20.5987707154032,550,1570,3979817204.09393,11226733103.7828,15.5287736993293,0.00653704560292661,78,47.4400672719999,..,4.55592567517813,18.8647633620846,52.941,48.4032627030668,0.923453252284234,78.87713099,138.3,48.72037818,..,946820007.324219,48163694.5951374,99.3615128844555,2.18162669445746,7171914,..,..,1.6,..,59.7902603149414,..,116.099128723145,0.979070007801056,39.0575790405273,63.3333666666667,72300,..,..,10,6.57343466391607,3.1587289980529,19.6571273803711,3544376105.0097,61.8,8.3,30,..,1759.3,..,19253,9053,10200,..,..,..,75000,..,295.5963637899202,9.245194809997503
146,Singapore,1,58020,0,28,5858322,0.79 %,46005,8358,700,27028.0,1.2,42,N.A.,0.08 %,2015,YR2015,SGP,3.6816,0.0326135138026483,..,99.6,11.1023602159493,..,..,..,..,178.384608499682,..,1.24,69774553124.9432,163.500003814697,308004146057.608,2.98852067557714,53160,81040,294239182789.061,448557736908.24,25.353193018866,52.4177007943923,95,151.08679044058,..,24.2884243752599,3.06022415458256,82.7439024390244,210.605606548775,3.08585019479824,147.2259695,2.7,90.71352725,..,..,..,7806.77275159112,1.18637693749822,5535002,..,..,0.3,..,..,17.9971098900658,..,..,..,..,719.000015258789,13.1397745298612,..,2.5,..,1.18637693749822,100,243365476275.552,21.5,3.5,75,103.32083975193,..,..,..,..,..,..,..,..,31710200,..,9903.85984246001,4.779525604772152
147,Slovenia,557,36206,15,251,2078989,0.01 %,284,103,20140,2000.0,1.6,45,55 %,0.03 %,2015,YR2015,SVN,4.1576,2.09659674432374,..,..,6.07218355333649,..,..,..,3174.87258490422,77.1486775672368,..,1.57,1730147099.28223,12480,43090173061.9713,2.2100816239482,22250,30660,45917838681.8466,63269913868.7162,19.1636786222358,7.00151164328588,94,69.1471779420131,9.6,28.0267675602292,1.00504268819512,80.7756097560976,143.290211230299,0.930119531623913,113.6504025,2.5,96.76174351,..,..,399506454.562021,102.446108744427,0.075190689011533,2063531,0,13.9,..,..,98.08544921875,40.7166661389891,99.9498291015625,1.00969004631042,110.324089050293,..,20675,18.4938832227175,..,6,..,0.492566223748192,100,32894303813.9044,4.7,6.9,88.4,..,6285.1,..,521,..,..,..,..,..,791000,..,17415.19555899526,120.73175952349916
148,Solomon Islands,5,13,0,0,689671,2.55 %,17061,25,27990,-1600.0,4.4,20,23 %,0.01 %,2015,YR2015,SLB,78.003,..,..,86.2,0.31616366946435,29.3,24.3781411783452,..,..,45.07474354501,207462428.9,4.459,32222728.5635439,21850,1154650068.85921,2.54223960716094,1870,2170,1129704806.42027,1309260656.27858,..,2.79939518069534,75,53.3190481644513,..,..,3.08021914927205,72.173,75.0010781063395,..,70.41938725,22.3,92.07009052,..,190029998.779297,18587890.8269827,21.5476241514827,2.69534724121042,603118,..,..,..,16.2,88.0591888427734,35.0149874182993,113.593856811523,..,..,48.8888666666667,28900,29.1555271869968,..,9,2.42781955204426,4.79203615508816,55.1,812367476.403066,22,9.2,68.9,7.63191825458985,1813.5,..,68,..,..,..,88,..,..,..,18.849567402428114,0.0
149,Somalia,0,3941,0,104,15965848,2.92 %,450317,25,627340,-40000.0,6.1,17,47 %,0.20 %,2015,YR2015,SOM,104.2014,..,..,..,0.0457139096545741,..,..,..,..,..,2762426306.7,6.363,303000000,63630,..,..,..,..,..,..,..,..,46,..,..,..,..,55.92,..,..,42.2984343,132.7,92.79586141,..,1260560058.59375,..,21.9931791373099,2.74531814986838,13797201,..,..,0.1,..,..,..,..,..,..,20,637660,..,..,70,..,4.06278771149254,29.7359943389893,..,66.7,9.6,23.8,..,538,..,..,..,..,..,..,..,..,..,246.83937865373642,6.513903927934176
150,South Africa,772,727595,54,19465,59436725,1.28 %,750420,49,1213090,145405.0,2.4,28,67 %,0.76 %,2015,YR2015,ZAF,69.5352,2.08875118398453,..,..,8.37665534191835,..,176.474147151874,..,..,30.152888329641,124354156746.6,2.484,1521139945.30532,92410,317620522794.827,1.19373280124428,6050,12240,335223128367.519,677999059197.49,20.9179571563037,7.03092678436104,86,31.4641851470314,..,26.0283751337075,5.17061378564514,62.649,58.4511977898626,1.09918207478519,158.8829468,37.1,139.8581679,..,1420270019.53125,825253479.870489,45.6572612089787,1.5289263067937,55386367,..,..,19.3,..,90.1104888916016,31.7089750031984,105.570388793945,0.955309987068176,109.444076538086,81.1111,1219090,27.3427766000113,..,46,20.7575755612245,2.32806252306407,85.5,258832126004.306,39.8,9.4,50.8,..,3531.5,..,311658,..,..,..,..,..,4662300,..,12241.505567475328,327.49112606725885
151,South Sudan,14,2940,0,59,11216250,1.19 %,131612,18,610952,-174200.0,4.7,19,25 %,0.14 %,2015,YR2015,SSD,68.4536,10.3550133412234,..,..,0.181371036664291,..,..,..,..,36.6513492804707,..,4.937,150000,71570,11997800760.2242,-10.7933646271143,1090,..,11669227567.4027,..,5.75075637151052,..,53,28.8999999040295,..,33.0945353993221,17.6893321393151,56.855,..,10.5614614536697,27.05386827,96.2,..,..,1674829956.05469,1138720000,..,1.51174398345437,10715658,..,65.6,2.4,..,..,..,72.9899063110352,0.685389995574951,11.0099897384644,34.4444666666667,..,..,..,14,..,2.71778204766329,18.3952312469482,9036869100.216,64.5,9.2,26.3,..,1389.4,..,1088325,580070,508255,..,..,..,..,..,262.11969241056505,5.260225119803857
152,Spain,0,1185678,0,35878,46757980,0.04 %,18002,94,498800,40000.0,1.3,45,80 %,0.60 %,2015,YR2015,ESP,8.2238,2.73536317152164,..,..,5.39341894917394,..,..,..,2571.34096211178,33.6265184346551,..,1.33,23037070821.4534,184178.69140625,1195119269971.52,3.83517266033846,28430,34900,1320407329196.88,1621139938786.75,18.9962787330989,7.88287116544014,96,30.586122736848,5.8,20.0869532939244,0.545556009835707,82.8317073170732,49.7126115299069,1.27082378270029,109.4186042,3.3,92.33499949,..,..,2673407398.90465,92.9526830143124,-0.077588861590047,46444832,0.9,22.3,0.4,..,103.359680175781,16.4647964439165,106.363990783691,1.00452995300293,124.960662841797,..,505923.984375,14.2062379940423,..,14,..,0.219325482669056,100,1007505670706.44,5.2,3.4,91.4,104.744568142593,3240.2,..,9277,..,..,..,..,..,14326512,..,25357.76780776244,767.3128736527968
